restaurant_id,name,city,country,cuisine
989c0954-4b4b-4e89-855b-964f58abbebc,"Thirsty Creamery","North Blake","Saint Vincent and the Grenadines",Mexican
8da2dfe7-1cd9-41a3-a8f9-1752f23a877d,"8608 BBQ","East Catherineside","Denmark",Thai
4556d5b0-c07d-4270-824f-629c942a801d,"926 Cafe","North Bret","Guyana",Indian
74b442b0-8028-4c06-a473-101350b0de23,"Big Grill","Rennaberg","Mauritania",Mexican
919de531-031b-4706-955a-a1d11fc3d898,"Fast Pizza","Keciabury","United Kingdom",French
b6c4df19-a3af-4c14-8546-967d530b8399,"Hungry Eats","Kraigbury","Venezuela",Polish
36e722d4-2185-4803-8fa3-a1b00076c756,"Orange Pizza","Fisherchester","Costa Rica",Japanese
20db66cf-e7eb-46e8-bd1e-05d05f5e7f6c,"80 Kitchen","Catrinamouth","Austria",French
f0d9a074-ca3b-4060-bbf2-43c797a4bf36,"Big Eats","Yongbury","Netherlands",Greek
92fb180c-8c28-4b9e-9f58-5f7d411146fd,"970 BBQ","North Roberto","Tonga",American
821378e4-2df7-4a77-b40f-c86734776570,"Orange Eatery","Coralland","Switzerland",American
259f2921-a432-48e5-bd77-dd32cd343a6c,"Thirsty Bar & Grill","Clementefort","United States Minor Outlying Islands",Polish
b26ba7af-7b6e-4ddf-963a-2258da0f0d11,"Hungry King","Port Sandy","Mexico",Italian
06632297-200d-469d-9f60-8a7444b29071,"Blue Grill","West Florentino","South Africa",French
70ecd8c0-82de-4abc-8be3-c22b6d62be43,"Green Grill","Lake Fidela","Cook Islands",Thai
f3325bd8-9505-4cf4-86c3-adc54b598b1b,"53 King","Kuhnborough","Montserrat",Mexican
fc98da21-d24c-419d-84c5-f6d8bd99ef13,"Big Coffee","Raymonbury","Djibouti",American
0b89be33-d768-4021-b91c-49ec970c6e65,"Blue Dragon","Freemanshire","Poland",Greek
a59e7306-2204-413e-aa6a-dccad546a5e0,"Fat Deli","New Malcom","French Guiana",Chinese
0f99fdda-e267-42ae-8db0-e0d7b39a962c,"DNL Burger","Port Andreastown","Iran",American
baf16467-9aec-46ec-801e-fa02e698d07b,"Blue Plate Cafe","North Clairbury","Lesotho",Thai
0718128f-e20b-432f-b026-042e8f4754d5,"Thirsty Dragon","North Claudettechester","Haiti",American
344cd74e-51ef-4a84-bac8-7570323f0005,"Green Brasserie","Brekkefurt","Grenada",French
0cd3faee-9ea3-47de-97b6-c6cb42afaedf,"Green Pub","Lake Christian","Mozambique",Greek
d6bfa4e0-7be5-435b-b5b7-db903d51a9ea,"Sweet Pizza","O'Connellshire","Cameroon",Greek
ee3cd756-cac5-4d1a-9312-c95f2a27a8b4,"Blue Plate Spoon","Faheyville","Virgin Islands, British",Mexican
7d015934-348e-4d1b-9ae2-e5ef6a577ac6,"Fast Grill","Derickview","United Arab Emirates",Japanese
9320d5d8-0100-46d7-803c-1fc3caea451d,"Red King","West Ismaelport","Somalia",French
0d2caf08-1ec0-4f6a-a51b-d52ddfc7e732,"Orange Pizza","Sanfordtown","Tunisia",Chinese
e8947d21-87bd-441f-8572-6e815165ab50,"89 House","Port Lelandton","Montserrat",Chinese
9897a844-c4e7-4592-ab5e-fe0450684094,"Green Brasserie","Lake Chun","Cyprus",Italian
0c85352b-db91-4fc8-8cfb-b6666ba538c0,"392 BBQ","Port Lucienfurt","Russian Federation",Polish
ba706436-1bd5-4886-a397-70faa7d15ad5,"Fast Subs","New Waltraudmouth","Hong Kong",Indian
208d258d-eb72-4d45-86bc-60bc62235e47,"BY Brasserie","Pacochaport","Western Sahara",Thai
b123c43f-c0b1-4c2e-bd2c-863685110621,"Sweet Gastropub","West Aimeeview","Liberia",Polish
3e16e4d8-1820-4f7b-8a83-18a174fc8668,"Spice Burger","Jacobfurt","Belarus",French
d5a7cb4b-7bfb-4e2f-9af3-bcdf814c5b13,"Red Diner","Lake Mackton","Cyprus",Mexican
952a8f73-cabf-4a19-a161-bdc2936bb6a9,"Red Box","Borerbury","Djibouti",Thai
6d392a0e-c322-4a26-b306-cba9290d7b83,"Blue Juice Bar","Port Floyd","Western Sahara",Indian
c0a306a2-a04d-4c37-885d-c002672f9119,"Thirsty Grill","Mullerton","New Caledonia",Mexican
9b9ba19c-df28-47d3-99a2-3300f549d78c,"CKX Eats","Lorriefurt","Guadeloupe",Italian
e714bbea-625c-4d85-ad54-4ffea542ba14,"769 Pub","New Bradfordland","Maldives",Mexican
44ac2308-73a4-43eb-8d1b-1a4fcf5bda8e,"Blue Plate Box","Jolandaside","Eritrea",Greek
77231fc5-6222-42fb-a8dd-5c460a6579a7,"Golden Brasserie","Schoenport","French Southern Territories",French
b43a8dc1-a3cd-45a5-b1c8-79fba3dde4b1,"4077 Gastropub","Alenaborough","Barbados",Italian
66d66d2f-b709-4e74-ac58-89b7d91fe24b,"Fat Cafe","Port Staciamouth","Virgin Islands, British",Mexican
61a9cc71-2164-4a6d-bad0-d33bff72c9b0,"Orange Eatery","Halvorsonshire","Montenegro",Japanese
33c10b31-2a54-4fb5-94f0-6b97087c8adf,"91 Coffee","Austinfurt","Wallis and Futuna",Japanese
d6d17d36-2182-4ac5-ba4f-fc07bf79fce3,"Hungry Deli","New Pasqualechester","Congo",Indian
2e3a0083-9eb2-44c0-8722-601a5fbea885,"Fast Sushi","Chiaberg","Montserrat",Greek
20a8f45c-197f-4b66-aa70-fee5acd0c5ef,"Red Pizza","West Delinda","Cape Verde",Greek
0fd04c93-f6c6-4b7f-b992-b856c9a0331c,"Blue Plate Pizza","Jonnieland","Tuvalu",Greek
832097cd-5700-4a1c-96fd-3391cdfea2f1,"Big Bar & Grill","West Emmaline","Singapore",Chinese
1f1ecf46-1052-401c-99a3-1c2234673a3a,"Salty Grill","West Gaylene","Venezuela",Thai
a60a58e8-f453-4c38-8147-8a0b5d5529b3,"Thirsty Subs","Constanceland","Italy",Thai
062e234f-634f-4a8c-b712-42996e8118d5,"Hungry Sushi","South Antoinette","Seychelles",French
f039ec3e-f7e0-4789-b59b-1c9aa2b78f94,"Blue Steakhouse","West Darrin","Pakistan",Italian
c6f8390d-73f6-493f-b632-150771a7e271,"Thirsty Shakes","New Leonardo","Guernsey",Chinese
c7caa774-a1aa-457f-b021-9597ca4c1f45,"Sugar Pub","New Beatrizmouth","Tonga",French
76bf27ca-9287-4b91-bb20-41ba01d57c0b,"Blue Plate Kitchen","Hamillville","Libyan Arab Jamahiriya",Japanese
e4245338-e3e5-48a3-8ec6-c628953cc269,"Sweet House","South Gordon","Hong Kong",Greek
0cfb71c9-7628-4ed3-b717-bd6637a33684,"572 Grill","Wittingfurt","South Africa",Thai
0ba8a5c0-a9a3-4200-8ebc-e9abaea5e9c2,"HA House","West Marg","Democratic People's Republic of Korea",Mexican
b5c2131e-3bdb-405f-b52c-6ead6be81c0c,"Blue Grill","Tylerfurt","Guatemala",Italian
333bfa29-7a18-4e0f-9f07-75eba266891a,"Sweet BBQ","Runtestad","Honduras",Indian
4cc6e922-ade6-4065-9b41-f6f67ea5ff7f,"LJY Sushi","Willianton","Comoros",Japanese
be469095-674e-4c28-bc97-14826255c637,"Salty Pub","Rauside","Romania",Japanese
a7136c65-a8b7-47c6-8c90-3287c184ca38,"JDC Eats","Lake Jamieborough","Norway",Chinese
282e2b41-22ed-424d-8513-749dba6c0633,"TX Kitchen","North Fredric","Ethiopia",Thai
c4f69c47-9731-479a-9fda-21771489da5c,"Green Dragon","Magdalenebury","Saint Martin",Polish
768b7a20-e52c-4b89-87da-4985d2b3e391,"Thirsty Diner","Boyershire","Palestinian Territory",Polish
12d292c1-264f-4ccb-a02d-b7e861d00fda,"Orange Burger","Port Hilario","Bhutan",Italian
8e95255e-eb2a-48e0-bdf9-57de47fde4f2,"Orange Coffee","Thielstad","Jersey",Polish
d7c0c773-d6a8-48e7-8ccd-a62da2c8df9e,"9250 Curry","South Hughfort","Netherlands",Thai
7c711c05-a96f-4128-9ae7-3512e71b3411,"Silver Burger","Geralynmouth","Luxembourg",Mexican
80b61d47-19ef-4737-9657-b9ba85231538,"KKT Bar & Grill","East Fredericstad","Hungary",Indian
523f4db1-54e5-4abd-9e8c-fa0cf8bcb303,"Silver Deli","South Morgantown","Pakistan",Thai
e02ac19a-7409-4c06-a296-d1c23edd7491,"Orange Spoon","Spinkahaven","Nicaragua",Mexican
e9e6ea71-30a6-4b2f-8d1c-2792a231debd,"DCC BBQ","East Efrain","South Georgia and the South Sandwich Islands",Chinese
9c65430b-08ff-4101-9845-36519abbd52c,"8393 Eats","Tameikaport","Lebanon",Polish
ac0b8eb1-1d31-4d45-865c-d1a4cac18db5,"Sweet Eats","West Gertrude","Namibia",American
32bcd4b6-76fa-44b4-b0f6-015b61c9bf19,"Green King","North Octavia","Lithuania",Thai
95bfd494-7935-47b0-8732-7ab8c7d9bc7c,"Sugar Kitchen","Ratketown","Haiti",American
17eb414f-9483-44be-84ee-57f677875ff6,"Salty Pizza","Collierchester","Greenland",French
8f51ee97-b88c-4b31-8a26-338dd3dd2196,"584 Grill","South Lashaun","Saint Barthelemy",American
5982a1eb-0d40-4a1b-86c4-071f3754e9e9,"Silver Diner","South Lonnie","Martinique",American
b280a0b3-a8b4-4a08-8f18-0225030cf860,"Red Eats","West Michaelburgh","Moldova",Indian
837120d3-dff5-45fc-b7a0-36b97e6c0ada,"Green Grill","New Diegoburgh","Netherlands",Polish
37783778-89b2-4725-a8b3-a030d03fc334,"08 Steakhouse","New Joesph","Haiti",Indian
753775c6-567f-40c5-ad70-9b161bf4f04c,"Sweet Bakery","Granttown","Vietnam",Thai
67e04f6a-b415-4b34-be4b-b6c4655c0b5a,"Smokestack Creamery","Macejkovicville","Nauru",Greek
7f6e52dc-3527-41d9-8cd2-491c6ccf96ef,"Golden Juice Bar","Leannemouth","El Salvador",Japanese
5a33aa14-6080-4e41-a085-759cc5cf677a,"Green BBQ","Isaiahborough","Samoa",American
2bbe9cce-245f-4634-9392-dd056d2882d9,"Smokestack Gastropub","Aufderharchester","Guyana",Indian
cf4413ec-2991-4c06-847f-e4e679a6bcc0,"Fat BBQ","Haneton","Anguilla",Greek
e0fb26e1-4e29-4da0-9337-771252bb80bb,"Silver Grill","Devinview","Barbados",Greek
3100bb83-491a-41e5-9f9b-923259ac5997,"Orange Coffee","Lake Vernon","Antigua and Barbuda",Japanese
ae224e7b-cd69-4125-854b-c5d9289ac209,"157 Pub","West Lymanton","Tuvalu",Thai
d1e3f07e-d5fd-4ae5-9b4c-22adaadb31b4,"Blue Plate Creamery","East Marco","Timor-Leste",American
4680db75-df0f-46e5-8cef-530dd07d9424,"Big Eatery","South Laviniashire","Tonga",Japanese
1641ada2-0333-42d6-b483-73cc23ee6010,"Salty Juice Bar","East Leonilafurt","Saint Vincent and the Grenadines",Italian
16547bee-9860-474d-af0d-29bf61f89944,"41 Pub","Lake Jackiemouth","Gabon",Polish
0986ffe3-1c58-407d-a4e8-b978814f622c,"Thirsty Juice Bar","East Vickiefurt","Wallis and Futuna",French
4b3474e3-b08f-46f8-a9a4-c951a9b18b2c,"Thirsty Sushi","Port Elliott","Morocco",Polish
931fcf5d-6902-4207-9fed-6c3e41d795cb,"Belly Pizza","Port Jennyside","Luxembourg",Indian
625da7a3-5d14-45f0-bba1-e07bc237c067,"GGU Subs","Gleichnerburgh","Suriname",Thai
c6cf0a36-1d96-4a3a-aab5-125b3a0d82c4,"Smokestack Diner","Fritschville","Namibia",Indian
f22f7651-82ea-4b5f-9af9-9b34beabf308,"Golden Deli","Port Delmarborough","Tonga",Italian
09f702bf-2c95-4d61-8ac4-df373cb0c854,"Sugar House","North Duane","Tunisia",American
dee758a7-6029-41e9-bc24-c63cbb5a47b8,"Blue Plate Curry","Jordanchester","British Indian Ocean Territory (Chagos Archipelago)",Thai
a4d5a5cd-a811-4a47-95be-44bd16cef033,"437 Box","Wunschside","Barbados",French
27b03994-7c7a-41a6-b082-6255283e0d93,"Smokestack House","Port Delfinaborough","Nigeria",Polish
0d71ac5c-42df-4ee0-8a2c-1d19ae14f2b4,"Blue Brasserie","South Delphine","Estonia",American
891a2ad6-61a9-4a3f-aa37-a85db974d942,"751 Diner","South Pablo","Romania",French
e396e361-4b92-4201-8b4f-782bfc6bc759,"Silver Creamery","South Donettebury","Malaysia",Japanese
f0e523c9-5307-495f-9d3c-61ec8e652e4c,"Blue Plate Coffee","West Malcolmton","Cote d'Ivoire",American
f6145e0e-9f06-40fd-9ec7-ebd95888c9c0,"TS Burger","West Adelaida","New Caledonia",American
